Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
THE BOOK WOMAN OF TROUBLESOME CREEK,Kim Michele Richardson,Sourcebooks Landmark,Sourcebooks,9.78E+12,Trade Fiction Paperback,2/16/20,1
THE WIVES,Tarryn Fisher,Graydon House,9.78E+12,Trade Fiction Paperback,2/16/20,5,
THE RIVER MURDERS,James Patterson and James O Born,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,2/16/20,4
WE MUST BE BRAVE,Frances Liardet,Putnam,Penguin Random House,9.78E+12,Trade Fiction Paperback,2/16/20,3
YOU,Caroline Kepnes,Emily Bestler/Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,2/16/20,3
THE HANDMAID'S TALE,Margaret Atwood,Anchor,Penguin Random House,9.78E+12,Trade Fiction Paperback,2/16/20,122
THERE THERE,Tommy Orange,Vintage,Penguin Random House,9.78E+12,Trade Fiction Paperback,2/16/20,20
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,2/16/20,190
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,2/16/20,67
BAD BLOOD,John Carreyrou,Vintage,Penguin Random House,9.78E+12,Paperback Nonfiction,2/16/20,1
SAPIENS,Yuval Noah Harari,Harper Perennial,HarperCollins,9.78E+12,Paperback Nonfiction,2/16/20,90
WHITE FRAGILITY,Robin DiAngelo,Beacon,Beacon Publishing Group,9.78E+12,Paperback Nonfiction,2/16/20,78
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,2/16/20,51
TO SHAKE THE SLEEPING SELF,Jedidiah Jenkins,Convergent,Penguin Random House,9.78E+12,Paperback Nonfiction,2/16/20,3
WHY WE SLEEP,Matthew Walker,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,2/16/20,41
GRIT,Angela Duckworth,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,2/16/20,65
OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78E+12,Paperback Nonfiction,2/16/20,311
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",HarperCollins,9.78E+12,Paperback Nonfiction,2/16/20,235
BEING MORTAL,Atul Gawande,Picador,Holtzbrinck Publishing Group/Macmillan,9.78E+12,Paperback Nonfiction,2/16/20,114
KILLERS OF THE FLOWER MOON,David Grann,Vintage,Penguin Random House,9.78E+12,Paperback Nonfiction,2/16/20,75
NO ONE IS TOO SMALL TO MAKE A DIFFERENCE,Greta Thunberg,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,2/16/20,12
HILLBILLY ELEGY,J.D. Vance,Harper,HarperCollins,9.78E+12,Paperback Nonfiction,2/16/20,53
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,2/16/20,13
GET OUT OF YOUR HEAD,Jennie Allen,WaterBrook,WaterBrook,9.78E+12,Advice How-To and Miscellaneous,2/16/20,1
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.78E+12,Advice How-To and Miscellaneous,2/16/20,300
ATOMIC HABITS,James Clear,Avery,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,2/16/20,13
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,2/16/20,164
LEADERSHIP STRATEGY AND TACTICS,Jocko Willink,St. Martin's,Macmillan Publishers,9.78E+12,Advice How-To and Miscellaneous,2/16/20,3
DARE TO LEAD,Bren√© Brown,Random House,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,2/16/20,41
YOU ARE A BADASS,Jen Sincero,Running Press,Hachette Book,9.78E+12,Advice How-To and Miscellaneous,2/16/20,205
THE BLUE ZONES KITCHEN,Dan Buettner,National Geographic,National Geographic Books,9.78E+12,Advice How-To and Miscellaneous,2/16/20,8
"GIRL, WASH YOUR FACE",Rachel Hollis,Thomas Nelson,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,2/16/20,84
GRUMPY MONKEY,Suzanne Lang.,Random House,Penguin Random House,9.78E+12,Picture Books,2/16/20,23
LOVE FROM THE VERY HUNGRY CATERPILLAR,Eric Carle,Grosset & Dunlap,Penguin Random House,9.78E+12,Picture Books,2/16/20,28
LOVE FROM THE CRAYONS,Drew Daywalt and Oliver Jeffers,Penguin Workshop,Penguin Random House,9.78E+12,Picture Books,2/16/20,4
HOW TO CATCH A UNICORN,Adam Wallace.,Sourcebooks Wonderland,Sourcebooks,9.78E+12,Picture Books,2/16/20,3
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78E+12,Picture Books,2/16/20,220
THE SERIOUS GOOSE,Jimmy Kimmel,Random House,Penguin Random House,9.78E+12,Picture Books,2/16/20,9
"GOOD NIGHT, LITTLE BLUE TRUCK",Alice Schertle and Jill McElmurry,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Picture Books,2/16/20,16
PETE THE CAT: VALENTINE'S DAY IS COOL,James Dean and Kimberly Dean,HarperFestival,HarperCollins,9.78E+12,Picture Books,2/16/20,13
DEAR GIRL,Amy Krouse Rosenthal and Paris Rosenthal.,HarperCollins,HarperCollins,9.78E+12,Picture Books,2/16/20,36
DRAGONS LOVE TACOS,Adam Rubin.,Dial,Penguin Random House,9.78E+12,Picture Books,2/16/20,294
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,2/16/20,127
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,2/16/20,568
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,2/16/20,567
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78E+12,Series Books,2/16/20,63
MISS PEREGRINE‚ÄôS PECULIAR CHILDREN,Ransom Riggs,Quirk/Penguin,Penguin Random House,9.78E+12,Series Books,2/16/20,110
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,Penguin Random House,9.78E+12,Series Books,2/16/20,93
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,2/16/20,207
TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,2/16/20,48
DORK DIARIES,Rachel Ren√©e Russell,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,2/16/20,311
WINGS OF FIRE,Tui T. Sutherland,Scholastic,Scholastic,9.78E+12,Series Books,2/16/20,76
ONE OF US IS NEXT,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,2/16/20,4
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,2/16/20,106
CHILDREN OF VIRTUE AND VENGEANCE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,2/16/20,9
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,2/16/20,153
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,2/16/20,100
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,2/16/20,61
THE FOUNTAINS OF SILENCE,Ruta Sepetys,Philomel,Penguin Random House,9.78E+12,Young Adult Hardcover,2/16/20,17
INFINITY SON,Adam Silvera,HarperTeen,HarperCollins,9.78E+12,Young Adult Hardcover,2/16/20,3
"LOVEBOAT, TAIPEI",Abigail Hing Wen,HarperTeen,HarperCollins,9.78E+12,Young Adult Hardcover,2/16/20,3
THE NIGHT COUNTRY,Melissa Albert,Flatiron,Macmillan Publishers,9.78E+12,Young Adult Hardcover,2/16/20,4
BLINDSIDE,James Patterson and James O. Born,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,3/15/20,1
THE WARSAW PROTOCOL,Steve Berry,Minotaur,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,3/15/20,1
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,3/15/20,6
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,3/15/20,77
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,3/15/20,55
COCONUT LAYER CAKE MURDER,Joanne Fluke,Kensington,Kensington Publishing Corp.,9.78E+12,Combined Print and E-Book Fiction,3/15/20,1
THE LAST WISH,Andrzej Sapkowski,Orbit,Hachette Book,9.78E+12,Combined Print and E-Book Fiction,3/15/20,9
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,3/15/20,24
THE DUTCH HOUSE,Ann Patchett,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,3/15/20,23
THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,3/15/20,19
GOLDEN IN DEATH,JD Robb,St. Martin's,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,3/15/20,4
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,3/15/20,66
SUCH A FUN AGE,Kiley Reid,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,3/15/20,9
THE OUTSIDER,Stephen King,Scribner,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,3/15/20,18
CHASING CASSANDRA,Lisa Kleypas,Avon,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,3/15/20,2
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,1
THE MAMBA MENTALITY,Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,8
UNKNOWN VALOR,Martha MacCallum,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,1
THE HOPE OF GLORY,Jon Meacham,Convergent,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,1
OPEN BOOK,Jessica Simpson with Kevin Carr O‚ÄôLeary,Dey St.,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,4
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,106
A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,Penguin Press,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,6
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,25
SAY NOTHING,Patrick Radden Keefe,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,10
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,27
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,65
UNTIL THE END OF TIME,Brian Greene,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,2
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,13
PROFILES IN CORRUPTION,Peter Schweizer,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,6
SAPIENS,Yuval Noah Harari,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,3/15/20,96
BLINDSIDE,James Patterson and James O. Born,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,3/15/20,1
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,3/15/20,78
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Fiction,3/15/20,6
THE WARSAW PROTOCOL,Steve Berry,Minotaur,Simon & Schuster,9.78E+12,Hardcover Fiction,3/15/20,1
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Hardcover Fiction,3/15/20,39
COCONUT LAYER CAKE MURDER,Joanne Fluke,Kensington,Kensington Publishing Corp.,9.78E+12,Hardcover Fiction,3/15/20,1
APEIROGON,Colum McCann,Random House,Penguin Random House,9.78E+12,Hardcover Fiction,3/15/20,1
THE DUTCH HOUSE,Ann Patchett,Harper,HarperCollins,9.78E+12,Hardcover Fiction,3/15/20,23
SUCH A FUN AGE,Kiley Reid,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,3/15/20,9
THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,Penguin Random House,9.78E+12,Hardcover Fiction,3/15/20,21
GOLDEN IN DEATH,JD Robb,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Fiction,3/15/20,4
A LONG PETAL OF THE SEA,Isabel Allende,Ballantine,Penguin Random House,9.78E+12,Hardcover Fiction,3/15/20,6
THE GUARDIANS,John Grisham,Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,3/15/20,20
CROOKED RIVER,Douglas Preston and Lincoln Child,Grand Central,Grand Central,9.78E+12,Hardcover Fiction,3/15/20,4
DEAR EDWARD,Ann Napolitano,Dial,Penguin Random House,9.78E+12,Hardcover Fiction,3/15/20,8
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/15/20,1
THE MAMBA MENTALITY,Kobe Bryant,"Melcher/MCD/Farrar, Straus & Giroux",Macmillan Publishers,9.78E+12,Hardcover Nonfiction,3/15/20,11
UNKNOWN VALOR,Martha MacCallum,Harper,HarperCollins,9.78E+12,Hardcover Nonfiction,3/15/20,1
THE HOPE OF GLORY,Jon Meacham,Convergent,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/15/20,1
OPEN BOOK,Jessica Simpson with Kevin Carr O‚ÄôLeary,Dey St.,HarperCollins,9.78E+12,Hardcover Nonfiction,3/15/20,4
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/15/20,106
A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,Penguin Press,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/15/20,6
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78E+12,Hardcover Nonfiction,3/15/20,25
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/15/20,64
UNTIL THE END OF TIME,Brian Greene,Knopf,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/15/20,2
PROFILES IN CORRUPTION,Peter Schweizer,Harper,HarperCollins,9.78E+12,Hardcover Nonfiction,3/15/20,6
DARK TOWERS,David Enrich,Custom House,HarperCollins,9.78E+12,Hardcover Nonfiction,3/15/20,2
MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Hardcover Nonfiction,3/15/20,24
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78E+12,Hardcover Nonfiction,3/15/20,12
WHY WE'RE POLARIZED,Ezra Klein,Avid Reader,Simon & Schuster,9.78E+12,Hardcover Nonfiction,3/15/20,5
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,3/15/20,43
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,3/15/20,78
THE OUTSIDER,Stephen King,Gallery,Simon & Schuster,9.78E+12,Trade Fiction Paperback,3/15/20,15
NORMAL PEOPLE,Sally Rooney,Hogarth,Penguin Random House,9.78E+12,Trade Fiction Paperback,3/15/20,2
UNSOLVED,James Patterson and David Ellis,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,3/15/20,3
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Trade Fiction Paperback,3/15/20,41
THE OVERSTORY,Richard Powers,Norton,Norton,9.78E+12,Trade Fiction Paperback,3/15/20,47
ONE GOOD DEED,David Baldacci,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,3/15/20,6
SUMMER OF '69,Elin Hilderbrand,Back Bay,Hachette Book,9.78E+12,Trade Fiction Paperback,3/15/20,3
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,3/15/20,45
THE BOOK WOMAN OF TROUBLESOME CREEK,Kim Michele Richardson,Sourcebooks Landmark,Sourcebooks,9.78E+12,Trade Fiction Paperback,3/15/20,5
DAISY JONES & THE SIX,Taylor Jenkins Reid,Ballantine,Penguin Random House,9.78E+12,Trade Fiction Paperback,3/15/20,3
THE NEW GIRL,Daniel Silva,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,3/15/20,1
THEN SHE WAS GONE,Lisa Jewell,Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,3/15/20,34
SWORD OF DESTINY,Andrzej Sapkowski,Orbit,Hachette Book,9.78E+12,Trade Fiction Paperback,3/15/20,3
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,3/15/20,194
SAY NOTHING,Patrick Radden Keefe,Anchor,Penguin Random House,9.78E+12,Paperback Nonfiction,3/15/20,1
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,3/15/20,71
ON TYRANNY,Timothy Snyder,Tim Duggan,Macmillan Publishers,9.78E+12,Paperback Nonfiction,3/15/20,64
WHITE FRAGILITY,Robin DiAngelo,Beacon,Beacon Publishing Group,9.78E+12,Paperback Nonfiction,3/15/20,82
SAPIENS,Yuval Noah Harari,Harper Perennial,HarperCollins,9.78E+12,Paperback Nonfiction,3/15/20,94
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,3/15/20,55
TO SHAKE THE SLEEPING SELF,Jedidiah Jenkins,Convergent,Penguin Random House,9.78E+12,Paperback Nonfiction,3/15/20,7
WHY WE SLEEP,Matthew Walker,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,3/15/20,45
NO ONE IS TOO SMALL TO MAKE A DIFFERENCE,Greta Thunberg,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,3/15/20,16
BARRACOON,Zora Neale Hurston,Amistad,HarperCollins,9.78E+12,Paperback Nonfiction,3/15/20,1
OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78E+12,Paperback Nonfiction,3/15/20,315
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",HarperCollins,9.78E+12,Paperback Nonfiction,3/15/20,239
WINNERS TAKE ALL,Anand Giridharadas,Vintage,Penguin Random House,9.78E+12,Paperback Nonfiction,3/15/20,2
GRIT,Angela Duckworth,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,3/15/20,68
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,3/15/20,17
FOOD FIX,Mark Hyman,"Little, Brown Spark",Hachette Book,9.78E+12,Advice How-To and Miscellaneous,3/15/20,1
THE ULTIMATE RETIREMENT GUIDE FOR 50+,Suze Orman,Hay House,Hay House,9.78E+12,Advice How-To and Miscellaneous,3/15/20,1
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.78E+12,Advice How-To and Miscellaneous,3/15/20,304
ATOMIC HABITS,James Clear,Avery,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,3/15/20,17
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,3/15/20,168
GET OUT OF YOUR HEAD,Jennie Allen,WaterBrook,WaterBrook,9.78E+12,Advice How-To and Miscellaneous,3/15/20,5
DARE TO LEAD,Bren√© Brown,Random House,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,3/15/20,45
YOU ARE A BADASS,Jen Sincero,Running Press,Hachette Book,9.78E+12,Advice How-To and Miscellaneous,3/15/20,209
MAKE YOUR BED,William H. McRaven,Grand Central,Grand Central,9.78E+12,Advice How-To and Miscellaneous,3/15/20,85
HOW TO CATCH A UNICORN,Adam Wallace.,Sourcebooks Wonderland,Sourcebooks,9.78E+12,Picture Books,3/15/20,7
PETE THE CAT: THE GREAT LEPRECHAUN CHASE,James Dean,HarperCollins,HarperCollins,9.78E+12,Picture Books,3/15/20,1
HOW TO CATCH A LEPRECHAUN,Adam Wallace.,Sourcebooks Jabberwocky,Sourcebooks,9.78E+12,Picture Books,3/15/20,15
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78E+12,Picture Books,3/15/20,224
DRAGONS LOVE TACOS,Adam Rubin.,Dial,Penguin Random House,9.78E+12,Picture Books,3/15/20,296
THE BOOK WITH NO PICTURES,B.J. Novak,Dial,Penguin Random House,9.78E+12,Picture Books,3/15/20,167
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,Penguin Random House,9.78E+12,Picture Books,3/15/20,301
DEAR GIRL,Amy Krouse Rosenthal and Paris Rosenthal.,HarperCollins,HarperCollins,9.78E+12,Picture Books,3/15/20,40
WAITING IS NOT EASY!,Mo Willems,Hyperion,Disney Publishing Worldwide,9.78E+12,Picture Books,3/15/20,64
"ROSIE REVERE, ENGINEER",Andrea Beaty,Abrams,Abrams,9.78E+12,Picture Books,3/15/20,170
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,3/15/20,131
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,3/15/20,572
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,3/15/20,571
TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,3/15/20,51
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,Penguin Random House,9.78E+12,Series Books,3/15/20,97
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78E+12,Series Books,3/15/20,67
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,3/15/20,211
WINGS OF FIRE,Tui T. Sutherland,Scholastic,Scholastic,9.78E+12,Series Books,3/15/20,80
DORK DIARIES,Rachel Ren√©e Russell,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,3/15/20,314
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,3/15/20,523
A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,3/15/20,4
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,3/15/20,110
CHILDREN OF VIRTUE AND VENGEANCE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,3/15/20,13
ONE OF US IS NEXT,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,3/15/20,8
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,3/15/20,104
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,3/15/20,157
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,3/15/20,65
THE QUEEN'S ASSASSIN,Melissa de la Cruz,Putnam,Penguin Random House,9.78E+12,Young Adult Hardcover,3/15/20,3
INFINITY SON,Adam Silvera,HarperTeen,HarperCollins,9.78E+12,Young Adult Hardcover,3/15/20,7
YES NO MAYBE SO,Becky Albertalli and Aisha Saeed,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,3/15/20,4
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,4/12/20,59
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,4/12/20,81
THE BOY FROM THE WOODS,Harlan Coben,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,4/12/20,2
THE SINNER,JR Ward,Gallery,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,4/12/20,1
THE LAST ODYSSEY,James Rollins,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,4/12/20,1
