Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Parent Group
WATER FOR ELEPHANTS,Sara Gruen,Algonquin,1565125606,9.78157E+12,Trade Fiction Paperback,3/15/09,78,Algonquin Books
THE WHITE TIGER,Aravind Adiga,Free Press,1416562605,9.78142E+12,Trade Fiction Paperback,3/15/09,20,Simon & Schuster
THE APPEAL,John Grisham,Delta,385342926,9.78039E+12,Trade Fiction Paperback,3/15/09,15,
THE BRIEF WONDROUS LIFE OF OSCAR WAO,Junot Díaz,Riverhead,1594489580,9.78159E+12,Trade Fiction Paperback,3/15/09,26,Penguin Random House
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,1933372605,9.78193E+12,Trade Fiction Paperback,3/15/09,9,
LOVING FRANK,Nancy Horan,Ballantine,345494997,9.78035E+12,Trade Fiction Paperback,3/15/09,43,Penguin Random House
THE SECRET LIFE OF BEES,Sue Monk Kidd,Penguin,142001740,9.78014E+12,Trade Fiction Paperback,3/15/09,29,Penguin Random House
THE KITE RUNNER,Khaled Hosseini,Riverhead,1594481776,9.78159E+12,Trade Fiction Paperback,3/15/09,75,Penguin Random House
OUT STEALING HORSES,Per Petterson,Picador,1555974708,9.78156E+12,Trade Fiction Paperback,3/15/09,25,Holtzbrinck Publishing Group/Macmillan
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,3/15/09,109,Penguin Random House
DREAMS FROM MY FATHER,Barack Obama,Three Rivers,1400082773,9.7814E+12,Paperback Nonfiction,3/15/09,137,Penguin Random House
TEAM OF RIVALS,Doris Kearns Goodwin,Simon & Schuster,743270754,9.78074E+12,Paperback Nonfiction,3/15/09,31,Simon & Schuster
THE MIDDLE PLACE,Kelly Corrigan,Voice,1401340938,9.7814E+12,Paperback Nonfiction,3/15/09,10,
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806527285,9.78081E+12,Paperback Nonfiction,3/15/09,74,Kensington Publishing Corp.
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,3/15/09,230,Hachette Book
THE AUDACITY OF HOPE,Barack Obama,Three Rivers,307237702,9.78031E+12,Paperback Nonfiction,3/15/09,62,Penguin Random House
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143058525,9.78014E+12,Paperback Nonfiction,3/15/09,110,Penguin Random House
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,800759494,9.7808E+12,Paperback Nonfiction,3/15/09,123,
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,3/15/09,20,Bloomsbury Publishing
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,3/15/09,20,
THE ZOOKEEPER’S WIFE,Diane Ackerman,Norton,039333306X,9.78039E+12,Paperback Nonfiction,3/15/09,21,Norton
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,3/15/09,72,Hachette Book
MARLEY AND ME,John Grogan,Harper,61238228,9.78006E+12,Paperback Nonfiction,3/15/09,51,HarperCollins
THE FORGOTTEN MAN: GRAPHIC EDITION,"Amity Shlaes, Paul Rivoche and Chuck Dixon",Harper Perennial,60936428,9.78006E+12,Paperback Nonfiction,3/15/09,17,HarperCollins
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,143038583,9.78014E+12,Paperback Nonfiction,3/15/09,76,Penguin Random House
INFIDEL,Ayaan Hirsi Ali,Free Press,743289692,9.78074E+12,Paperback Nonfiction,3/15/09,16,Simon & Schuster
THE SOLOIST,Steve Lopez,Berkley,042522600X,9.78043E+12,Paperback Nonfiction,3/15/09,2,Penguin Random House
"ANIMAL, VEGETABLE, MIRACLE",Barbara Kingsolver and Camille Kingsolver,Harper Perennial,60852569,9.78006E+12,Paperback Nonfiction,3/15/09,38,HarperCollins
LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,"Back Bay/Little, Brown",316067601,9.78032E+12,Paperback Nonfiction,3/15/09,21,Hachette Book
LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,Dial,803730586,9.7808E+12,Picture Books,3/15/09,6,Penguin Random House
GALLOP!,Rufus Butler Seder,Workman,761147632,9.78076E+12,Picture Books,3/15/09,68,Hachette Book
SWING!,Rufus Butler Seder,Workman,761151273,9.78076E+12,Picture Books,3/15/09,20,Hachette Book
NAKED MOLE RAT GETS DRESSED,Mo Willems,Disney-Hyperion,142311437X,9.78142E+12,Picture Books,3/15/09,8,Disney Publishing Worldwide
CAT,written  Matthew Van Fleet and photographed  Brian Stanton,Simon & Schuster,1416978003,9.78142E+12,Picture Books,3/15/09,3,Simon & Schuster
WABI SABI,Mark Reibstein,"Little, Brown Young Readers",316118257,9.78032E+12,Picture Books,3/15/09,11,
TEN LITTLE FINGERS AND TEN LITTLE TOES,Mem Fox,Harcourt,015206057X,9.78015E+12,Picture Books,3/15/09,15,
"BARACK OBAMA: SON OF PROMISE, CHILD OF HOPE",Nikki Grimes,Simon & Schuster,1416971440,9.78142E+12,Picture Books,3/15/09,20,Simon & Schuster
BIG WORDS FOR LITTLE PEOPLE,Jamie Lee Curtis,Joanna Cotler/HarperCollins,61127590,9.78006E+12,Picture Books,3/15/09,23,
HIP HOP SPEAKS TO CHILDREN,edited  Nikki Giovanni Various illustrators,Jabberwocky/Source­books,1402210485,9.7814E+12,Picture Books,3/15/09,5,
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",316160202,9.78032E+12,Series Books,3/15/09,82,Hachette Book
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,810994739,9.78081E+12,Series Books,3/15/09,7,Abrams
HOUSE OF NIGHT,PC Cast and Kristin Cast,"St. Martin’s, paper only",312379838,9.78031E+12,Series Books,3/15/09,27,
THE CLIQUE,Lisi Harrison,"Poppy/Little, Brown, paper only",316701343,9.78032E+12,Series Books,3/15/09,6,
PRIVATE,Kate Brian,Simon Pulse,1416958835,9.78142E+12,Series Books,3/15/09,3,
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1423103343,9.78142E+12,Series Books,3/15/09,88,Disney Publishing Worldwide
HARRY POTTER,J.K. Rowling,"Arthur A. Levine/Scholastic, hardcover and paper",059035342X,9.78059E+12,Series Books,3/15/09,213,
INKHEART,Cornelia Funke,"Scholastic, hardcover and paper",439866286,9.78044E+12,Series Books,3/15/09,23,Scholastic
VAMPIRE DIARIES,L J Smith,HarperTeen,61140988,9.78006E+12,Series Books,3/15/09,5,HarperCollins
NIGHT WORLD,L J Smith,Simon Pulse,1416974504,9.78142E+12,Series Books,3/15/09,13,
THE ASSOCIATE,John Grisham,Doubleday,385517831,9.78039E+12,Hardcover Fiction,2/15/09,1,Penguin Random House
THE HOST,Stephenie Meyer,"Little, Brown",316068047,9.78032E+12,Hardcover Fiction,2/15/09,38,Hachette Book
THE STORY OF EDGAR SAWTELLE,David Wroblewski,Ecco,61374229,9.78006E+12,Hardcover Fiction,2/15/09,34,HarperCollins
PLUM SPOOKY,Janet Evanovich,St. Martin's,142720599X,9.78143E+12,Hardcover Fiction,2/15/09,4,Macmillan Publishers
WHAT I DID FOR LOVE,Susan Elizabeth Phillips,Morrow,61351504,9.78006E+12,Hardcover Fiction,2/15/09,1,HarperCollins
DARK OF NIGHT,Suzanne Brockmann,Ballantine,345501551,9.78035E+12,Hardcover Fiction,2/15/09,1,Penguin Random House
AGINCOURT,Bernard Cornwell,Harper,61578916,9.78006E+12,Hardcover Fiction,2/15/09,2,HarperCollins
BLACK OPS,W E B Griffin,Putnam,399155171,9.7804E+12,Hardcover Fiction,2/15/09,5,Penguin Random House
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385340990,9.78039E+12,Hardcover Fiction,2/15/09,20,Penguin Random House
A DARKER PLACE,Jack Higgins,Putnam,399155503,9.7804E+12,Hardcover Fiction,2/15/09,1,Penguin Random House
BASKETBALL JONES,E Lynn Harris,Doubleday,767926277,9.78077E+12,Hardcover Fiction,2/15/09,1,Penguin Random House
SCARPETTA,Patricia Cornwell,Putnam,399155163,9.7804E+12,Hardcover Fiction,2/15/09,9,Penguin Random House
CROSS COUNTRY,James Patterson,"Little, Brown",316018724,9.78032E+12,Hardcover Fiction,2/15/09,11,Hachette Book
MOUNTING FEARS,Stuart Woods,Putnam,399155473,9.7804E+12,Hardcover Fiction,2/15/09,3,Penguin Random House
THE HOUR I FIRST BELIEVED,Wally Lamb,Harper,60393491,9.78006E+12,Hardcover Fiction,2/15/09,12,HarperCollins
FROM DEAD TO WORSE,Charlaine Harris,ACE,441015891,9.78044E+12,Hardcover Fiction,2/15/09,6,
THE PIANO TEACHER,Janice Y K Lee,Viking,670020486,9.78067E+12,Hardcover Fiction,2/15/09,0,Penguin Random House
ECLIPSE,Richard North Patterson,Holt,805087729,9.78081E+12,Hardcover Fiction,2/15/09,0,Macmillan Publishers
MEN OF THE OTHERWORLD,Kelley Armstrong,Bantam,553807099,9.78055E+12,Hardcover Fiction,2/15/09,0,Penguin Random House
NUCLEAR JELLYFISH,Tim Dorsey,William Morrow,61432660,9.78006E+12,Hardcover Fiction,2/15/09,0,
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,2/15/09,11,Hachette Book
A SLOBBERING LOVE AFFAIR,Bernard Goldberg,Regnery,1596980907,9.7816E+12,Hardcover Nonfiction,2/15/09,1,Regnery Publishing
DEWEY,Vicki Myron with Bret Witter,Grand Central,446407410,9.78045E+12,Hardcover Nonfiction,2/15/09,20,Grand Central
GUILTY,Ann Coulter,Crown Forum,030735346X,9.78031E+12,Hardcover Nonfiction,2/15/09,4,Penguin Random House
THE NEXT 100 YEARS,George Friedman,Doubleday,038551705X,9.78039E+12,Hardcover Nonfiction,2/15/09,1,Penguin Random House
MULTIPLE BLESSINGS,"Jon Gosselin, Kate Gosselin and Beth Carson",Zondervan,310289025,9.78031E+12,Hardcover Nonfiction,2/15/09,15,HarperCollins
WE CAN HAVE PEACE IN THE HOLY LAND,Jimmy Carter,Simon & Schuster,1439140634,9.78144E+12,Hardcover Nonfiction,2/15/09,1,Simon & Schuster
AMERICAN LION,Jon Meacham,Random House,1400063256,9.7814E+12,Hardcover Nonfiction,2/15/09,12,Penguin Random House
"HOT, FLAT, AND CROWDED",Thomas L Friedman,"Farrar, Straus & Giroux",374166854,9.78037E+12,Hardcover Nonfiction,2/15/09,21,HarperCollins
WHY WE SUCK,Denis Leary,Viking,670031607,9.78067E+12,Hardcover Nonfiction,2/15/09,11,Penguin Random House
THE BIG RICH,Bryan Burrough,Penguin Press,1594201994,9.78159E+12,Hardcover Nonfiction,2/15/09,1,Penguin Random House
ANIMALS MAKE US HUMAN,Temple Grandin and Catherine Johnson,Houghton Mifflin Harcourt,151014892,9.78015E+12,Hardcover Nonfiction,2/15/09,4,Houghton Mifflin Harcourt
THE BREAKTHROUGH,Gwen Ifill,Doubleday,038552501X,9.78039E+12,Hardcover Nonfiction,2/15/09,2,Penguin Random House
TOO FAT TO FISH,Artie Lange with Anthony Bozza,Spiegel & Grau,385526563,9.78039E+12,Hardcover Nonfiction,2/15/09,12,Spiegel & Grau
THE AMERICAN JOURNEY OF BARACK OBAMA,the editors of Life magazine,"Little, Brown",316045608,9.78032E+12,Hardcover Nonfiction,2/15/09,12,Hachette Book
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,1416954120,9.78142E+12,Hardcover Nonfiction,2/15/09,0,Simon & Schuster
A BOLD FRESH PIECE OF HUMANITY,Bill O’Reilly,Broadway,767928822,9.78077E+12,Hardcover Nonfiction,2/15/09,0,Penguin Random House
THE ASCENT OF MONEY,Niall Ferguson,Penguin Press,1594201927,9.78159E+12,Hardcover Nonfiction,2/15/09,0,Penguin Random House
DREAMS FROM MY FATHER,Barack Obama,Crown,1400082773,9.7814E+12,Hardcover Nonfiction,2/15/09,0,Penguin Random House
THE INHERITANCE,David E Sanger,Harmony,307407926,9.78031E+12,Hardcover Nonfiction,2/15/09,0,Penguin Random House
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,2/15/09,37,Windblown Media
THE READER,Bernhard Schlink,Vintage,307454894,9.78031E+12,Trade Fiction Paperback,2/15/09,9,Penguin Random House
SUNDAYS AT TIFFANY’S,James Patterson and Gabrielle Charbonnet,Grand Central,446199443,9.78045E+12,Trade Fiction Paperback,2/15/09,4,Grand Central
REVOLUTIONARY ROAD,Richard Yates,Vintage,375708448,9.78038E+12,Trade Fiction Paperback,2/15/09,9,Penguin Random House
PEOPLE OF THE BOOK,Geraldine Brooks,Penguin,143115006,9.78014E+12,Trade Fiction Paperback,2/15/09,5,Penguin Random House
FIREFLY LANE,Kristin Hannah,St. Martin's Griffin,312537077,9.78031E+12,Trade Fiction Paperback,2/15/09,4,Macmillan Publishers
A THOUSAND SPLENDID SUNS,Khaled Hosseini,Riverhead,1594489505,9.78159E+12,Trade Fiction Paperback,2/15/09,10,Penguin Random House
STILL ALICE,Lisa Genova,Pocket,1439102813,9.78144E+12,Trade Fiction Paperback,2/15/09,4,
THE APPEAL,John Grisham,Delta,385342926,9.78039E+12,Trade Fiction Paperback,2/15/09,11,
THE BRIEF WONDROUS LIFE OF OSCAR WAO,Junot Díaz,Riverhead,1594489580,9.78159E+12,Trade Fiction Paperback,2/15/09,22,Penguin Random House
WATER FOR ELEPHANTS,Sara Gruen,Algonquin,1565125606,9.78157E+12,Trade Fiction Paperback,2/15/09,74,Algonquin Books
THE WHITE TIGER,Aravind Adiga,Free Press,1416562605,9.78142E+12,Trade Fiction Paperback,2/15/09,16,Simon & Schuster
THE FRIDAY NIGHT KNITTING CLUB,Kate Jacobs,Berkley,425219097,9.78043E+12,Trade Fiction Paperback,2/15/09,50,Penguin Random House
CONFESSIONS OF A SHOPAHOLIC,Sophie Kinsella,Dial,440241413,9.78044E+12,Trade Fiction Paperback,2/15/09,5,Penguin Random House
LOVING FRANK,Nancy Horan,Ballantine,345494997,9.78035E+12,Trade Fiction Paperback,2/15/09,39,Penguin Random House
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,1933372605,9.78193E+12,Trade Fiction Paperback,2/15/09,5,
THE KITE RUNNER,Khaled Hosseini,Riverhead,1594481776,9.78159E+12,Trade Fiction Paperback,2/15/09,72,Penguin Random House
WORLD WITHOUT END,Ken Follett,New American Library,045122499X,9.78045E+12,Trade Fiction Paperback,2/15/09,17,Penguin Random House
OUT STEALING HORSES,Per Petterson,Picador,1555974708,9.78156E+12,Trade Fiction Paperback,2/15/09,23,Holtzbrinck Publishing Group/Macmillan
THE SENATOR’S WIFE,Sue Miller,Vintage,307276694,9.78031E+12,Trade Fiction Paperback,2/15/09,2,Penguin Random House
DREAMS FROM MY FATHER,Barack Obama,Three Rivers,1400082773,9.7814E+12,Paperback Nonfiction,2/15/09,133,Penguin Random House
