,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Average Google Review,Google Review Count
195,THE SONG OF ACHILLES,Madeline Miller,Ecco,62060627,9.78006E+12,Trade Fiction Paperback,1/22/2023,96,4,2586
196,BOOK LOVERS,Emily Henry,Berkley,593334833,9.78059E+12,Trade Fiction Paperback,1/22/2023,25,4,39
197,THE JANUARY 6TH REPORT,the January 6 Select Committee,Random House,593597273,9.78059E+12,Paperback Nonfiction,1/22/2023,1,,
198,THE JANUARY 6 REPORT,the Select Committee to Investigate the Attack on the U.S. Capitol,Twelve,1538742152,9.78154E+12,Paperback Nonfiction,1/22/2023,2,,
199,JUST MERCY,Bryan Stevenson,One World,081298496X,9.78081E+12,Paperback Nonfiction,1/22/2023,299,4.5,3
200,NEVER FINISHED,David Goggins,Lioncrest,1544534078,9.78154E+12,Advice How-To and Miscellaneous,1/22/2023,5,,
201,FAITH STILL MOVES MOUNTAINS,Harris Faulkner,Broadside,006322593X,9.78006E+12,Advice How-To and Miscellaneous,1/22/2023,8,,
202,LIGHTER,Yung Pueblo,Harmony,593233174,9.78059E+12,Advice How-To and Miscellaneous,1/22/2023,7,,
203,FINANCIAL FEMINIST,Tori Dunlap,Dey Street,63260263,9.78006E+12,Advice How-To and Miscellaneous,1/22/2023,2,,
204,LITTLE BLUE TRUCK MAKES A FRIEND,Alice Schertle and Jill McElmurry,Clarion,358722829,9.78036E+12,Picture Books,1/22/2023,14,,
205,I'M SO GLAD YOU WERE BORN,Ainsley Earhardt.,Zonderkidz,031077702X,9.78031E+12,Picture Books,1/22/2023,10,,
206,HARRY POTTER,J.K. Rowling,Scholastic,054579143X,9.78055E+12,Series Books,1/22/2023,720,2.5,2
207,THRONE OF GLASS,Sarah J. Maas,Bloomsbury,1619630346,9.78162E+12,Series Books,1/22/2023,59,3.5,1693
208,CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,1338814494,9.78134E+12,Series Books,1/22/2023,301,,
209,LONG LIVE THE PUMPKIN QUEEN,Shea Ernshaw,Disney,1368069606,9.78137E+12,Young Adult Hardcover,1/22/2023,23,3.5,5
210,BLOODMARKED,Tracy Deonn,Simon & Schuster,1534441638,9.78153E+12,Young Adult Hardcover,1/22/2023,9,4.5,7
211,FAMILY OF LIARS,E. Lockhart,Delacorte,593485858,9.78059E+12,Young Adult Hardcover,1/22/2023,26,4,6
212,A WORLD OF CURIOSITIES,Louise Penny,Minotaur,1250145317,9.78125E+12,Combined Print and E-Book Fiction,12/18/2022,1,4,23
213,TRIPLE CROSS,James Patterson,"Little, Brown",316499188,9.78032E+12,Combined Print and E-Book Fiction,12/18/2022,3,2,3
214,DESERT STAR,Michael Connelly,"Little, Brown",316485659,9.78032E+12,Combined Print and E-Book Fiction,12/18/2022,4,4,19
215,THE CHOICE,Nora Roberts,St. Martin's,1250272726,9.78125E+12,Combined Print and E-Book Fiction,12/18/2022,2,4,4
216,SO HELP ME GOD,Mike Pence,Simon & Schuster,1982190337,9.78198E+12,Combined Print and E-Book Nonfiction,12/18/2022,3,,
217,A HEART THAT WORKS,Rob Delaney,Spiegel & Grau,1954118317,9.78195E+12,Combined Print and E-Book Nonfiction,12/18/2022,1,4.5,2
218,THE COMEDIANS IN CARS GETTING COFFEE BOOK,Jerry Seinfeld,Simon & Schuster,198211276X,9.78198E+12,Combined Print and E-Book Nonfiction,12/18/2022,2,5,1
219,WHAT IF? 2,Randall Munroe,Riverhead,525537112,9.78053E+12,Combined Print and E-Book Nonfiction,12/18/2022,6,4,3769
220,CINEMA SPECULATION,Quentin Tarantino,Harper,63112582,9.78006E+12,Combined Print and E-Book Nonfiction,12/18/2022,5,,
221,GOING ROGUE,Janet Evanovich,Atria,1668003058,9.78167E+12,Hardcover Fiction,12/18/2022,5,,
222,NO PLAN B,Lee Child and Andrew Child,Delacorte,1984818546,9.78198E+12,Hardcover Fiction,12/18/2022,6,3,14
223,THE WHITTIERS,Danielle Steel,Delacorte,1984821830,9.78198E+12,Hardcover Fiction,12/18/2022,2,4.5,2
224,OUR MISSING HEARTS,Celeste Ng,Penguin Press,593492544,9.78059E+12,Hardcover Fiction,12/18/2022,9,4,33
225,THE MOSQUITO BOWL,Buzz Bissinger,Harper,62879928,9.78006E+12,Hardcover Nonfiction,12/18/2022,7,4,2
226,RADIO'S GREATEST OF ALL TIME,Rush Limbaugh with Kathryn Adams Limbaugh and David Limbaugh,Threshold Editions,1668001845,9.78167E+12,Hardcover Nonfiction,12/18/2022,5,4,3
227,CONFESS,Colleen Hoover,Atria,1476791457,9.78148E+12,Trade Fiction Paperback,12/18/2022,19,4,17
228,ALL YOUR PERFECTS,Colleen Hoover,Atria,1501193325,9.7815E+12,Trade Fiction Paperback,12/18/2022,33,4,13
229,DEVOTION,Adam Makos,Ballantine,593722337,9.78059E+12,Paperback Nonfiction,12/18/2022,2,,
230,ALL ABOUT ME!,Mel Brooks,Ballantine,593159136,9.78059E+12,Paperback Nonfiction,12/18/2022,5,3,6
231,BECOMING,Michelle Obama,Crown,1524763144,9.78152E+12,Paperback Nonfiction,12/18/2022,25,4.5,127
232,THE PRESIDENT AND THE FREEDOM FIGHTER,Brian Kilmeade,Sentinel,052554058X,9.78053E+12,Paperback Nonfiction,12/18/2022,6,5,1
233,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,Morrow,63285320,9.78006E+12,Paperback Nonfiction,12/18/2022,21,4,13
234,THE SPLENDID AND THE VILE,Erik Larson,Crown,385348738,9.78039E+12,Paperback Nonfiction,12/18/2022,17,4,71
235,EMPIRE OF PAIN,Patrick Radden Keefe,Anchor,1984899015,9.78198E+12,Paperback Nonfiction,12/18/2022,5,4.5,22
236,A CARNIVAL OF SNACKERY,David Sedaris,Back Bay,316270180,9.78032E+12,Paperback Nonfiction,12/18/2022,9,,
237,THE SIMPLY HAPPY COOKBOOK,Steve Doocy and Kathy Doocy,Morrow,63209233,9.78006E+12,Advice How-To and Miscellaneous,12/18/2022,5,,
238,THE STORIES WE TELL,Joanna Gaines,Harper Select,1400333873,9.7814E+12,Advice How-To and Miscellaneous,12/18/2022,4,,
239,SMITTEN KITCHEN KEEPERS,Deb Perelman,Knopf,593318781,9.78059E+12,Advice How-To and Miscellaneous,12/18/2022,3,4,527
240,HALF BAKED HARVEST EVERY DAY,Tieghan Gerard,Clarkson Potter,593232550,9.78059E+12,Advice How-To and Miscellaneous,12/18/2022,28,,
241,WHAT'S FOR DESSERT,Claire Saffitz,Clarkson Potter,1984826980,9.78198E+12,Advice How-To and Miscellaneous,12/18/2022,4,,
242,HOW TO CATCH AN ELF,Adam Wallace.,Sourcebooks Jabberwocky,1492646318,9.78149E+12,Picture Books,12/18/2022,32,5,2
243,CONSTRUCTION SITE ON CHRISTMAS NIGHT,Sherri Duskey Rinker.,Chronicle,1452139113,9.78145E+12,Picture Books,12/18/2022,35,5,1
244,LITTLE RED SLEIGH,Erin Guendelsberger.,Sourcebooks Wonderland,1728223555,9.78173E+12,Picture Books,12/18/2022,8,4,1
245,HOW TO CATCH A REINDEER,Alice Walstead.,Sourcebooks Wonderland,1728276136,9.78173E+12,Picture Books,12/18/2022,1,,
246,THE PIGEON WILL RIDE THE ROLLER COASTER!,Mo Willems,Union Square Kids,1454946865,9.78145E+12,Picture Books,12/18/2022,13,,
247,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS,Kimberly and James Dean,HarperCollins,62675273,9.78006E+12,Picture Books,12/18/2022,26,4,1
248,WINGS OF FIRE,Tui T. Sutherland,Scholastic,545855721,9.78055E+12,Series Books,12/18/2022,192,4.5,8
249,MAGIC TREE HOUSE,Mary Pope Osborne.,Stepping Stone/Random House,375813659,9.78038E+12,Series Books,12/18/2022,310,4.5,4
250,THE LAST KIDS ON EARTH,Max Brallier.,Viking,670016616,9.78067E+12,Series Books,12/18/2022,121,4.5,4
251,KEEPER OF THE LOST CITIES,Shannon Messenger,Aladdin,1534438521,9.78153E+12,Series Books,12/18/2022,10,4,36
252,CURSED,Marissa Meyer,Feiwel & Friends,1250618916,9.78125E+12,Young Adult Hardcover,12/18/2022,4,4.5,3
253,FOUL LADY FORTUNE,Chloe Gong,Margaret K. McElderry,1665905581,9.78167E+12,Young Adult Hardcover,12/18/2022,7,4,3
254,GOING ROGUE,Janet Evanovich,Atria,1668003082,9.78167E+12,Combined Print and E-Book Fiction,11/20/2022,1,,
255,TRIPLE CROSS,James Patterson,"Little, Brown",316499196,9.78032E+12,Combined Print and E-Book Fiction,11/20/2022,1,2,3
256,RACING THE LIGHT,Robert Crais,Putnam,525535756,9.78053E+12,Combined Print and E-Book Fiction,11/20/2022,1,4,8
257,LONG SHADOWS,David Baldacci,Grand Central,1538719827,9.78154E+12,Combined Print and E-Book Fiction,11/20/2022,4,4,8
258,FIRE AND BLOOD,George R.R. Martin,Bantam,593598008,9.78059E+12,Combined Print and E-Book Fiction,11/20/2022,14,,
259,JUSTICE CORRUPTED,Ted Cruz,Regnery,1684513618,9.78168E+12,Combined Print and E-Book Nonfiction,11/20/2022,2,1,1
260,THE EXTRAORDINARY LIFE OF AN ORDINARY MAN,Paul Newman,Knopf,593534506,9.78059E+12,Combined Print and E-Book Nonfiction,11/20/2022,3,4,4
261,CONFIDENCE MAN,Maggie Haberman,Penguin Press,593297342,9.78059E+12,Combined Print and E-Book Nonfiction,11/20/2022,5,,
262,FROM SCRATCH,Tembi Locke,Simon & Schuster,150118766X,9.7815E+12,Combined Print and E-Book Nonfiction,11/20/2022,2,4.5,8
263,KILLING THE LEGENDS,Bill O'Reilly and Martin Dugard,St. Martin's,1250283302,9.78125E+12,Combined Print and E-Book Nonfiction,11/20/2022,6,3,1
264,THE CLOISTERS,Katy Hays,Atria,1668004402,9.78167E+12,Hardcover Fiction,11/20/2022,1,3,7
265,THE PASSENGER,Cormac McCarthy,Knopf,307268993,9.78031E+12,Hardcover Fiction,11/20/2022,2,3.5,7
266,RACING THE LIGHT,Robert Crais,Putnam,525535721,9.78053E+12,Hardcover Fiction,11/20/2022,1,4,8
267,LIVID,Patricia Cornwell,Grand Central,1538725169,9.78154E+12,Hardcover Fiction,11/20/2022,2,4,4
268,VERITY,Colleen Hoover,Grand Central,1538739720,9.78154E+12,Hardcover Fiction,11/20/2022,6,3.5,47
269,BIBI,Benjamin Netanyahu,Threshold Editions,1668008440,9.78167E+12,Hardcover Nonfiction,11/20/2022,3,,
270,BEYOND THE WAND,Tom Felton,Grand Central,1538741369,9.78154E+12,Hardcover Nonfiction,11/20/2022,3,4,6
271,"THE SCUM VILLAIN'S SELF-SAVING SYSTEM: REN ZHA FANPAI ZIJIU XITONG, VOL. 4",Mo Xiang Tong Xiu,Seven Seas Entertainment,1685797180,9.78169E+12,Trade Fiction Paperback,11/20/2022,1,,
272,EJACULATE RESPONSIBLY,Gabrielle Blair,Workman,1523523182,9.78152E+12,Paperback Nonfiction,11/20/2022,3,4.5,2
273,WHITE WOMEN,Regina Jackson and Saira Rao,Penguin,143136437,9.78014E+12,Paperback Nonfiction,11/20/2022,1,,
274,HOW Y'ALL DOING?,Leslie Jordan,Morrow,63076209,9.78006E+12,Paperback Nonfiction,11/20/2022,2,4,4
275,THE WOKS OF LIFE,"Bill, Judy, Sarah and Kaitlin Leung",Clarkson Potter,593233891,9.78059E+12,Advice How-To and Miscellaneous,11/20/2022,1,,
276,"THE RISE OF THE DRAGON: AN ILLUSTRATED HISTORY OF THE TARGARYEN DYNASTY, VOL. ONE","George R.R. Martin, Elio M. García Jr. and Linda Antonsson",Ten Speed,1984859250,9.78198E+12,Advice How-To and Miscellaneous,11/20/2022,2,3,1
277,ALL ABOUT COOKIES,Christina Tosi with Shannon Salzano,Clarkson Potter,059323197X,9.78059E+12,Advice How-To and Miscellaneous,11/20/2022,1,,
278,HOW TO CATCH A TURKEY,Adam Wallace.,Sourcebooks Jabberwocky,1492664359,9.78149E+12,Picture Books,11/20/2022,13,,
279,AN ELEPHANT AND PIGGIE BIGGIE!,Mo Willems,Hyperion/Disney,1484799674,9.78148E+12,Picture Books,11/20/2022,23,,
280,THE LEAF THIEF,Alice Hemming.,Sourcebooks Jabberwocky,1728235200,9.78173E+12,Picture Books,11/20/2022,6,,
281,CREEPY CRAYON!,Aaron Reynolds.,Simon & Schuster,153446588X,9.78153E+12,Picture Books,11/20/2022,11,,
282,THE SUMMER I TURNED PRETTY TRILOGY,Jenny Han,Simon & Schuster,1442498323,9.78144E+12,Series Books,11/20/2022,29,,
283,THE SCHOOL FOR GOOD AND EVIL,Soman Chainani,HarperCollins,006210490X,9.78006E+12,Series Books,11/20/2022,12,3.5,60
284,THE LAST KIDS ON EARTH,Max Brallier.,Viking,593405234,9.78059E+12,Series Books,11/20/2022,118,4.5,4
285,A TWISTED TALE,Liz Braswell,Disney-Hyperion,1368077560,9.78137E+12,Series Books,11/20/2022,19,,
286,THE ONES WE BURN,Rebecca Mix,Margaret K. McElderry,1534493514,9.78153E+12,Young Adult Hardcover,11/20/2022,1,4,2
287,THE BALLAD OF NEVER AFTER,Stephanie Garber,Flatiron,1250268427,9.78125E+12,Young Adult Hardcover,11/20/2022,8,5,2
288,I WAS BORN FOR THIS,Alice Oseman,Scholastic,1338830937,9.78134E+12,Young Adult Hardcover,11/20/2022,3,3.5,2
289,NOTHING MORE TO TELL,Karen M. McManus,Delacorte,593175905,9.78059E+12,Young Adult Hardcover,11/20/2022,10,3.5,4
290,RIGHTEOUS PREY,John Sandford,Putnam,593422481,9.78059E+12,Combined Print and E-Book Fiction,10/23/2022,1,3.5,10
291,ENDLESS SUMMER,Elin Hilderbrand,"Little, Brown",316460915,9.78032E+12,Combined Print and E-Book Fiction,10/23/2022,1,,
292,BLOWBACK,James Patterson and Brendan DuBois,"Little, Brown",316499633,9.78032E+12,Combined Print and E-Book Fiction,10/23/2022,4,3.5,4
293,LIVE WIRE,Kelly Ripa,Dey Street,63073307,9.78006E+12,Combined Print and E-Book Nonfiction,10/23/2022,2,,
294,ADRIFT,Scott Galloway,Portfolio,593542401,9.78059E+12,Combined Print and E-Book Nonfiction,10/23/2022,2,,
295,THE DIVIDER,Peter Baker and Susan Glasser,Doubleday,038554653X,9.78039E+12,Combined Print and E-Book Nonfiction,10/23/2022,3,5,3
296,IF YOU WANT SOMETHING DONE,Nikki R. Haley,St. Martin's,125028497X,9.78125E+12,Combined Print and E-Book Nonfiction,10/23/2022,1,,
297,WHEN MCKINSEY COMES TO TOWN,Walt Bogdanich and Michael Forsythe,Doubleday,385546238,9.78039E+12,Combined Print and E-Book Nonfiction,10/23/2022,1,4,1
298,DINNERS WITH RUTH,Nina Totenberg,Simon & Schuster,1982188081,9.78198E+12,Combined Print and E-Book Nonfiction,10/23/2022,4,4,3
299,GRACE,Cody Keenan,Mariner,358651891,9.78036E+12,Combined Print and E-Book Nonfiction,10/23/2022,1,,
300,RIGHTEOUS PREY,John Sandford,Putnam,593422473,9.78059E+12,Hardcover Fiction,10/23/2022,1,3.5,10
301,THE WINNERS,Fredrik Backman,Atria,1982112794,9.78198E+12,Hardcover Fiction,10/23/2022,2,4.5,21
302,TREASURE STATE,C.J. Box,Minotaur,1250766966,9.78125E+12,Hardcover Fiction,10/23/2022,2,4,5
303,VINCE FLYNN: OATH OF LOYALTY,Kyle Mills,Atria/Emily Bestler,1982164913,9.78198E+12,Hardcover Fiction,10/23/2022,4,,
304,ALL GOOD PEOPLE HERE,Ashley Flowers with Alex Kiester,Bantam,593496477,9.78059E+12,Hardcover Fiction,10/23/2022,8,3.5,10
305,THE BUTCHER AND THE WREN,Alaina Urquhart,Zando,1638930147,9.78164E+12,Hardcover Fiction,10/23/2022,4,,
306,THE WHALEBONE THEATRE,Joanna Quinn,Knopf,593321707,9.78059E+12,Hardcover Fiction,10/23/2022,1,4,5
307,CLOUD CUCKOO LAND,Anthony Doerr,Scribner,1982168447,9.78198E+12,Trade Fiction Paperback,10/23/2022,2,4,74
308,LUCKIEST GIRL ALIVE,Jessica Knoll,Simon & Schuster,1476789649,9.78148E+12,Trade Fiction Paperback,10/23/2022,12,3,1962
309,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,Hanover Square,1335449302,9.78134E+12,Paperback Nonfiction,10/23/2022,5,4.5,2
310,GETTING LOST,Annie Ernaux,Seven Stories,1644212196,9.78164E+12,Paperback Nonfiction,10/23/2022,1,,
311,VANDERBILT,Anderson Cooper and Katherine Howe,Harper,62964623,9.78006E+12,Paperback Nonfiction,10/23/2022,3,3.5,6
312,FUZZ,Mary Roach,Norton,1324036125,9.78132E+12,Paperback Nonfiction,10/23/2022,6,,
313,ACID FOR THE CHILDREN,Flea,Grand Central,1455530549,9.78146E+12,Paperback Nonfiction,10/23/2022,2,,
314,THE LOVE PRESCRIPTION,John Gottman and Julie Schwartz Gottman,Penguin Life,143136631,9.78014E+12,Advice How-To and Miscellaneous,10/23/2022,2,,
315,DISCIPLINE IS DESTINY,Ryan Holiday,Portfolio,593191692,9.78059E+12,Advice How-To and Miscellaneous,10/23/2022,2,4,1
316,JACQUES PÉPIN: ART OF THE CHICKEN,Jacques Pépin,Harvest,358654513,9.78036E+12,Advice How-To and Miscellaneous,10/23/2022,2,4,1
317,GOOD INSIDE,Becky Kennedy,Harper Wave,63159481,9.78006E+12,Advice How-To and Miscellaneous,10/23/2022,4,,
318,COOKING FROM THE SPIRIT,Tabitha Brown,Morrow,006308032X,9.78006E+12,Advice How-To and Miscellaneous,10/23/2022,1,,
319,PREPPY KITCHEN,John Kanell with Rachel Holtzman,Simon Element,198217837X,9.78198E+12,Advice How-To and Miscellaneous,10/23/2022,1,,
320,THE RETURN OF THE GODS,Jonathan Cahn,Frontline,1636411428,9.78164E+12,Advice How-To and Miscellaneous,10/23/2022,5,5,1
321,BUSY BETTY,Reese Witherspoon.,Flamingo,593465881,9.78059E+12,Picture Books,10/23/2022,1,,
322,"THE BAD SEED PRESENTS: THE GOOD, THE BAD, AND THE SPOOKY",Jory John.,HarperCollins,62954547,9.78006E+12,Picture Books,10/23/2022,16,3.5,2
323,PIG THE MONSTER,Aaron Blabey,Scholastic,1338764012,9.78134E+12,Picture Books,10/23/2022,6,,
324,HOW TO CATCH A WITCH,Alice Walstead.,Sourcebooks Wonderland,1728210356,9.78173E+12,Picture Books,10/23/2022,5,,
325,HOW TO CATCH A MONSTER,Adam Wallace.,Sourcebooks Jabberwocky,1492648949,9.78149E+12,Picture Books,10/23/2022,4,4,1
326,THE CRAYONS TRICK OR TREAT,Drew Daywalt.,Philomel,593621026,9.78059E+12,Picture Books,10/23/2022,5,,
327,DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419749153,9.78142E+12,Series Books,10/23/2022,708,,
328,THE SUMMER I TURNED PRETTY TRILOGY,Jenny Han,Simon & Schuster,1416995560,9.78142E+12,Series Books,10/23/2022,25,,
329,KINGDOM OF THE WICKED,Kerri Maniscalco,"Little, Brown",316341886,9.78032E+12,Series Books,10/23/2022,2,4,12
330,HOCUS POCUS: The Illustrated Novelization,A.W. Jantha.,Disney,1368076688,9.78137E+12,Young Adult Hardcover,10/23/2022,6,,
331,THE GIRL IN THE CASTLE,James Patterson and Emily Raymond,jimmy patterson,316411728,9.78032E+12,Young Adult Hardcover,10/23/2022,3,3,1
332,A SCATTER OF LIGHT,Malinda Lo,Dutton,525555285,9.78053E+12,Young Adult Hardcover,10/23/2022,1,4,5
333,DESPERATION IN DEATH,J.D. Robb,St. Martin's,1250278244,9.78125E+12,Combined Print and E-Book Fiction,9/25/2022,1,4.5,5
334,A COURT OF SILVER FLAMES,Sarah J. Maas,Bloomsbury,1635577993,9.78164E+12,Combined Print and E-Book Fiction,9/25/2022,3,4,16
335,THE AMERICAN ROOMMATE EXPERIMENT,Elena Armas,Atria,1668002779,9.78167E+12,Combined Print and E-Book Fiction,9/25/2022,1,4,1
336,CLIVE CUSSLER'S HELLBURNER,Mike Maden,Putnam,593540654,9.78059E+12,Combined Print and E-Book Fiction,9/25/2022,1,4,1
337,HELL AND BACK,Craig Johnson,Viking,593297296,9.78059E+12,Combined Print and E-Book Fiction,9/25/2022,1,4,7
338,LOVE ON THE BRAIN,Ali Hazelwood,Berkley,593336844,9.78059E+12,Combined Print and E-Book Fiction,9/25/2022,3,3.5,10
339,CARRIE SOTO IS BACK,Taylor Jenkins Reid,Ballantine,593158687,9.78059E+12,Combined Print and E-Book Fiction,9/25/2022,2,4,22
340,BREAKING HISTORY,Jared Kushner,Broadside,63221489,9.78006E+12,Combined Print and E-Book Nonfiction,9/25/2022,3,,
341,SOLITO,Javier Zamora,Hogarth,593498062,9.78059E+12,Combined Print and E-Book Nonfiction,9/25/2022,1,4.5,6
342,SLOUCHING TOWARDS UTOPIA,J. Bradford DeLong,Basic,465019595,9.78047E+12,Combined Print and E-Book Nonfiction,9/25/2022,1,,
343,THE PALACE PAPERS,Tina Brown,Crown,593138104,9.78059E+12,Combined Print and E-Book Nonfiction,9/25/2022,9,4,5
344,"DIANA, WILLIAM, AND HARRY",James Patterson and Chris Mooney,"Little, Brown",759554226,9.78076E+12,Combined Print and E-Book Nonfiction,9/25/2022,4,4,1
345,BATTLE FOR THE AMERICAN MIND,Pete Hegseth with David Goodwin,Broadside,63215047,9.78006E+12,Combined Print and E-Book Nonfiction,9/25/2022,9,2.5,4
346,THINK AGAIN,Adam Grant,Viking,1984878107,9.78198E+12,Combined Print and E-Book Nonfiction,9/25/2022,20,4,8
347,THE STORYTELLER,Dave Grohl,Dey Street,63076098,9.78006E+12,Combined Print and E-Book Nonfiction,9/25/2022,25,4.5,12
348,DESPERATION IN DEATH,J.D. Robb,St. Martin's,1250278236,9.78125E+12,Hardcover Fiction,9/25/2022,1,4.5,5
349,THE MARRIAGE PORTRAIT,Maggie O'Farrell,Knopf,059332062X,9.78059E+12,Hardcover Fiction,9/25/2022,1,4,25
350,THE 6:20 MAN,David Baldacci,Grand Central,1538719843,9.78154E+12,Hardcover Fiction,9/25/2022,9,3.5,14
351,CLIVE CUSSLER'S HELLBURNER,Mike Maden,Putnam,593540646,9.78059E+12,Hardcover Fiction,9/25/2022,1,4,1
352,HELL AND BACK,Craig Johnson,Viking,593297288,9.78059E+12,Hardcover Fiction,9/25/2022,1,4,7
353,KILLERS OF A CERTAIN AGE,Deanna Raybourn,Berkley,593200683,9.78059E+12,Hardcover Fiction,9/25/2022,1,4,18
354,THE INK BLACK HEART,Robert Galbraith,Mulholland,316413038,9.78032E+12,Hardcover Fiction,9/25/2022,2,3.5,26
355,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,1501171348,9.7815E+12,Hardcover Fiction,9/25/2022,62,3.5,54
356,OTHER BIRDS,Sarah Addison Allen,St. Martin's,1250019869,9.78125E+12,Hardcover Fiction,9/25/2022,2,4,15
357,THE RISING TIDE,Ann Cleeves,Minotaur,1250204534,9.78125E+12,Hardcover Fiction,9/25/2022,1,3.5,12
358,LIFE ON THE MISSISSIPPI,Rinker Buck,Avid Reader,1501106376,9.7815E+12,Hardcover Nonfiction,9/25/2022,5,4.5,2
359,PATH LIT BY LIGHTNING,David Maraniss,Simon & Schuster,1476748411,9.78148E+12,Hardcover Nonfiction,9/25/2022,5,4.5,4
360,SHY,Mary Rodgers and Jesse Green,"Farrar, Straus and Giroux",374298629,9.78037E+12,Hardcover Nonfiction,9/25/2022,2,,
361,THE PALACE PAPERS,Tina Brown,Crown,593138090,9.78059E+12,Hardcover Nonfiction,9/25/2022,8,4,5
362,THE LOST GIRLS OF WILLOWBROOK,Ellen Marie Wiseman,Kensington,1496715888,9.7815E+12,Trade Fiction Paperback,9/25/2022,2,4,13
363,THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,9/25/2022,460,4,563
364,WHY WE SLEEP,Matthew Walker,Scribner,1501144324,9.7815E+12,Paperback Nonfiction,9/25/2022,53,4.5,2
365,THIS IS YOUR MIND ON PLANTS,Michael Pollan,Penguin,593296923,9.78059E+12,Paperback Nonfiction,9/25/2022,8,3,5
366,DINNER IN ONE,Melissa Clark,Clarkson Potter,593233255,9.78059E+12,Advice How-To and Miscellaneous,9/25/2022,1,,
367,HEALTHY IN A HURRY,Danielle Walker,Ten Speed,1984857665,9.78198E+12,Advice How-To and Miscellaneous,9/25/2022,1,,
368,THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,080241270X,9.7808E+12,Advice How-To and Miscellaneous,9/25/2022,374,4.5,190
369,PLATONIC,Marisa G. Franco,Putnam,593331893,9.78059E+12,Advice How-To and Miscellaneous,9/25/2022,1,,
370,THE INHERITANCE GAMES,Jennifer Lynn Barnes,"Little, Brown",316370959,9.78032E+12,Series Books,9/25/2022,2,4,24
371,SPY SCHOOL,Stuart Gibbs,Simon & Schuster,153447949X,9.78153E+12,Series Books,9/25/2022,12,4.5,8
372,DRAGON MASTERS,Tracey West,Scholastic,1338776908,9.78134E+12,Series Books,9/25/2022,7,,
373,I SURVIVED,Lauren Tarshis,Scholastic,1338752561,9.78134E+12,Series Books,9/25/2022,79,,
374,THE WEIGHT OF BLOOD,Tiffany D. Jackson,Katherine Tegen,63029146,9.78006E+12,Young Adult Hardcover,9/25/2022,1,4.5,5
375,EVERY SUMMER AFTER,Carley Fortune,Berkley,593438531,9.78059E+12,Combined Print and E-Book Fiction,8/28/2022,9,3,5
376,PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,1984806750,9.78198E+12,Combined Print and E-Book Fiction,8/28/2022,36,,
377,HEAT 2,Michael Mann and Meg Gardiner,Morrow/Michael Mann,62653318,9.78006E+12,Combined Print and E-Book Fiction,8/28/2022,1,4,2
378,THE FAMILY REMAINS,Lisa Jewell,Atria,1982178892,9.78198E+12,Combined Print and E-Book Fiction,8/28/2022,1,4,12
379,I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,1982185848,9.78198E+12,Combined Print and E-Book Nonfiction,8/28/2022,1,4,22
380,THE DESTRUCTIONISTS,Dana Milbank,Doubleday,385548133,9.78039E+12,Combined Print and E-Book Nonfiction,8/28/2022,1,5,2
381,THE DEVIL IN THE WHITE CITY,Erik Larson,Vintage,375725601,9.78038E+12,Combined Print and E-Book Nonfiction,8/28/2022,17,4,6
382,EXISTENTIAL PHYSICS,Sabine Hossenfelder,Viking,1984879456,9.78198E+12,Combined Print and E-Book Nonfiction,8/28/2022,1,5,2
383,"AMERICA, A REDEMPTION STORY",Tim Scott with Joel N. Clark,Thomas Nelson,1400236495,9.7814E+12,Combined Print and E-Book Nonfiction,8/28/2022,1,,
384,PORTRAIT OF AN UNKNOWN WOMAN,Daniel Silva,Harper,62834851,9.78006E+12,Hardcover Fiction,8/28/2022,4,4,7
385,THE HOTEL NANTUCKET,Elin Hilderbrand,"Little, Brown",316258679,9.78032E+12,Hardcover Fiction,8/28/2022,9,3.5,12
386,THE IT GIRL,Ruth Ware,Scout,1982155264,9.78198E+12,Hardcover Fiction,8/28/2022,5,3.5,23
387,SPARRING PARTNERS,John Grisham,Doubleday,385549326,9.78039E+12,Hardcover Fiction,8/28/2022,11,3.5,12
