Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
DEAD AND GONE,Charlaine Harris,Ace,Penguin Random House,9.78044E+12,Hardcover Fiction,8/30/09,15
BLINDMAN'S BLUFF,Faye Kellerman,Morrow/HarperCollins,,9.78006E+12,Hardcover Fiction,8/30/09,1
INTERVENTION,Robin Cook,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,8/30/09,1
RULES OF VENGEANCE,Christopher Reich,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,8/30/09,0
THE TRAFFICKERS,WEB Griffin and William E Butterworth IV,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,8/30/09,0
TWENTIES GIRL,Sophie Kinsella,Dial,Penguin Random House,9.78039E+12,Hardcover Fiction,8/30/09,0
THE HOST,Stephenie Meyer,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,8/30/09,0
FINGER LICKIN’ FIFTEEN,Janet Evanovich,St. Martin's,Macmillan Publishers,9.78031E+12,Hardcover Fiction,8/30/09,0
CULTURE OF CORRUPTION,Michelle Malkin,Regnery,Regnery Publishing,9.7816E+12,Hardcover Nonfiction,8/30/09,3
OUTLIERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Nonfiction,8/30/09,39
LIBERTY AND TYRANNY,Mark R Levin,Threshold Editions,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,8/30/09,21
IN THE PRESIDENT’S SECRET SERVICE,Ronald Kessler,Crown,Penguin Random House,9.78031E+12,Hardcover Nonfiction,8/30/09,2
CATASTROPHE,Dick Morris and Eileen McGann,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Nonfiction,8/30/09,8
THE WILDERNESS WARRIOR,Douglas Brinkley,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Nonfiction,8/30/09,3
A BOLD FRESH PIECE OF HUMANITY,Bill O’Reilly,Broadway,Penguin Random House,9.78077E+12,Hardcover Nonfiction,8/30/09,42
"THE BATTLE FOR AMERICA, 2008",Dan Balz and Haynes Johnson,Viking,Penguin Random House,9.78067E+12,Hardcover Nonfiction,8/30/09,2
MY JOURNEY WITH FARRAH,Alana Stewart,Morrow/HarperCollins,,9.78006E+12,Hardcover Nonfiction,8/30/09,1
IN FED WE TRUST,David Wessel,Crown Business,,9.78031E+12,Hardcover Nonfiction,8/30/09,2
MICHAEL JACKSON,J Randy Taraborrelli,Grand Central,Grand Central,9.78045E+12,Hardcover Nonfiction,8/30/09,3
BORN TO RUN,Christopher McDougall,Knopf,Penguin Random House,9.78031E+12,Hardcover Nonfiction,8/30/09,9
ZEITOUN,Dave Eggers,McSweeney’s,,9.78193E+12,Hardcover Nonfiction,8/30/09,1
THE ACCIDENTAL BILLIONAIRES,Ben Mezrich,Doubleday,Penguin Random House,9.78039E+12,Hardcover Nonfiction,8/30/09,5
BOBBY AND JACKIE,C David Heymann,Atria,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,8/30/09,5
A COLOSSAL FAILURE OF COMMON SENSE,Lawrence G McDonald and Patrick Robinson,Crown Business,,9.78031E+12,Hardcover Nonfiction,8/30/09,4
UNMASKED,Ian Halperin,Simon Spotlight Entertainment,Simon & Schuster,9.78144E+12,Hardcover Nonfiction,8/30/09,0
THE END OF OVEREATING,David A Kessler,Rodale,Penguin Random House,9.78161E+12,Hardcover Nonfiction,8/30/09,0
HOW THE MIGHTY FALL,Jim Collins,Jim Collins/HarperCollins,,9.78098E+12,Hardcover Nonfiction,8/30/09,0
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,8/30/09,0
THE TIME TRAVELER'S WIFE,Audrey Niffenegger,Harvest/Harcourt,Houghton Mifflin Harcourt,9.78016E+12,Trade Fiction Paperback,8/30/09,9
THE SHACK,William P Young,Windblown Media,Windblown Media,9.78096E+12,Trade Fiction Paperback,8/30/09,65
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage,Penguin Random House,9.78031E+12,Trade Fiction Paperback,8/30/09,8
THE WEIGHT OF SILENCE,Heather Gudenkauf,Mira,HarperCollins,9.78143E+12,Trade Fiction Paperback,8/30/09,3
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,HarperCollins,9.78006E+12,Trade Fiction Paperback,8/30/09,10
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,Penguin Random House,9.78039E+12,Trade Fiction Paperback,8/30/09,15
OLIVE KITTERIDGE,Elizabeth Strout,Random House,Penguin Random House,9.7814E+12,Trade Fiction Paperback,8/30/09,17
THE LUCKY ONE,Nicholas Sparks,Grand Central,Grand Central,9.78045E+12,Trade Fiction Paperback,8/30/09,1
PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,Quirk,Quirk Books,9.78159E+12,Trade Fiction Paperback,8/30/09,20
THE HOUR I FIRST BELIEVED,Wally Lamb,Harper Perennial,HarperCollins,9.78006E+12,Trade Fiction Paperback,8/30/09,2
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,Macmillan Publishers,9.78031E+12,Trade Fiction Paperback,8/30/09,27
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,,9.78193E+12,Trade Fiction Paperback,8/30/09,31
THE ALCHEMIST,Paulo Coelho,HarperOne,HarperCollins,9.78006E+12,Trade Fiction Paperback,8/30/09,100
THE LOVELY BONES,Alice Sebold,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Trade Fiction Paperback,8/30/09,1
A MERCY,Toni Morrison,Vintage International,,9.78031E+12,Trade Fiction Paperback,8/30/09,1
THE KITE RUNNER,Khaled Hosseini,Riverhead,Penguin Random House,9.78159E+12,Trade Fiction Paperback,8/30/09,88
UNACCUSTOMED EARTH,Jhumpa Lahiri,Vintage Contemporaries,,9.78031E+12,Trade Fiction Paperback,8/30/09,19
MY SISTER’S KEEPER,Jodi Picoult,Washington Square,Simon & Schuster,9.78074E+12,Trade Fiction Paperback,8/30/09,47
THE LIKENESS,Tana French,Penguin,Penguin Random House,9.78014E+12,Trade Fiction Paperback,8/30/09,10
THE OTHER QUEEN,Philippa Gregory,Touchstone/Simon & Schuster,,9.78142E+12,Trade Fiction Paperback,8/30/09,5
GLENN BECK’S ‘COMMON SENSE’,Glenn Beck,Mercury Radio Arts/Threshold Editions,Hachette Book,9.78144E+12,Paperback Nonfiction,8/30/09,10
JULIE & JULIA,Julie Powell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/30/09,7
MY LIFE IN FRANCE,Julia Child with Alex Prud’homme,Anchor,Penguin Random House,9.78031E+12,Paperback Nonfiction,8/30/09,7
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/30/09,133
THE FAMILY,Jeff Sharlet,Harper Perennial,HarperCollins,9.78006E+12,Paperback Nonfiction,8/30/09,5
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,Kensington Publishing Corp.,9.78081E+12,Paperback Nonfiction,8/30/09,98
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/30/09,254
WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/30/09,11
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/30/09,96
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,Bloomsbury Publishing,9.78158E+12,Paperback Nonfiction,8/30/09,42
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/30/09,133
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/30/09,100
IN DEFENSE OF FOOD,Michael Pollan,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/30/09,16
THE REASON FOR GOD,Timothy Keller,Riverhead,Penguin Random House,9.78053E+12,Paperback Nonfiction,8/30/09,2
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,,9.7808E+12,Paperback Nonfiction,8/30/09,147
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,,9.78085E+12,Paperback Nonfiction,8/30/09,44
THE MONSTER OF FLORENCE,Douglas Preston with Mario Spezi,Grand Central,Grand Central,9.78045E+12,Paperback Nonfiction,8/30/09,6
TRAFFIC,Tom Vanderbilt,Vintage,Penguin Random House,9.78031E+12,Paperback Nonfiction,8/30/09,1
LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/30/09,41
SWAY,Ori Brafman and Rom Brafman,Broadway,Penguin Random House,9.78039E+12,Paperback Nonfiction,8/30/09,4
GOLDILICIOUS,Victoria Kann,Harper/HarperCollins,HarperCollins,9.78006E+12,Picture Books,8/30/09,12
LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,Dial,Penguin Random House,9.7808E+12,Picture Books,8/30/09,30
GALLOP!,Rufus Butler Seder,Workman,Hachette Book,9.78076E+12,Picture Books,8/30/09,92
MARLEY GOES TO SCHOOL,John Grogan,HarperCollins,HarperCollins,9.78006E+12,Picture Books,8/30/09,3
EXPLORER EXTRAORDINAIRE!,Jane O’Connor,HarperCollins,HarperCollins,9.78006E+12,Picture Books,8/30/09,16
TEA PARTIES,Jane O’Connor,Harper/HarperCollins,HarperCollins,9.78006E+12,Picture Books,8/30/09,7
LLAMA LLAMA MISSES MAMA,Anna Dewdney,Viking,Penguin Random House,9.78067E+12,Picture Books,8/30/09,16
SWING!,Rufus Butler Seder,Workman,Hachette Book,9.78076E+12,Picture Books,8/30/09,44
ELEPHANTS CANNOT DANCE!,Mo Willems,Hyperion Books for Children/Disney,,9.78142E+12,Picture Books,8/30/09,10
THE CURIOUS GARDEN,Peter Brown,"Little, Brown",Hachette Book,9.78032E+12,Picture Books,8/30/09,17
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",Hachette Book,9.78032E+12,Series Books,8/30/09,106
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78142E+12,Series Books,8/30/09,110
THE 39 CLUES,various authors,Scholastic,Scholastic,9.78055E+12,Series Books,8/30/09,15
HARRY POTTER,J.K. Rowling,"Arthur A. Levine/Scholastic, hardcover and paper",,9.78059E+12,Series Books,8/30/09,225
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,Macmillan Publishers,9.78031E+12,Series Books,8/30/09,51
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,Abrams,9.78081E+12,Series Books,8/30/09,31
RANGER’S APPRENTICE,John Flanagan,"Philomel, hardcover and paper",,9.7804E+12,Series Books,8/30/09,30
VAMPIRE DIARIES,L J Smith,HarperTeen,HarperCollins,9.78006E+12,Series Books,8/30/09,16
THE MORTAL INSTRUMENTS,Cassandra Clare,McElderry/Simon & Schuster,,9.78142E+12,Series Books,8/30/09,21
WARRIORS,Erin Hunter,HarperCollins,HarperCollins,9.78006E+12,Series Books,8/30/09,77
BEST FRIENDS FOREVER,Jennifer Weiner,Atria,Simon & Schuster,9.78074E+12,Hardcover Fiction,8/2/09,1
SWIMSUIT,James Patterson and Maxine Paetro,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,8/2/09,3
BLACK HILLS,Nora Roberts,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,8/2/09,2
FINGER LICKIN’ FIFTEEN,Janet Evanovich,St. Martin's,Macmillan Publishers,9.78031E+12,Hardcover Fiction,8/2/09,4
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,Penhuin Random House,9.7804E+12,Hardcover Fiction,8/2/09,16
RAIN GODS,James Lee Burke,Simon & Schuster,Simon & Schuster,9.78144E+12,Hardcover Fiction,8/2/09,1
THE DOOMSDAY KEY,James Rollins,Morrow/HarperCollins,,9.78006E+12,Hardcover Fiction,8/2/09,4
THE DEVIL’S PUNCHBOWL,Greg Iles,Scribner,Simon & Schuster,9.78074E+12,Hardcover Fiction,8/2/09,2
THE APOSTLE,Brad Thor,Atria,Simon & Schuster,9.78142E+12,Hardcover Fiction,8/2/09,3
GUARDIAN OF LIES,Steve Martini,Morrow/HarperCollins,,9.78006E+12,Hardcover Fiction,8/2/09,1
THE CASTAWAYS,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,8/2/09,2
DEAD AND GONE,Charlaine Harris,Ace,Penguin Random House,9.78044E+12,Hardcover Fiction,8/2/09,11
SHANGHAI GIRLS,Lisa See,Random House,Penguin Random House,9.7814E+12,Hardcover Fiction,8/2/09,8
UNDONE,Karin Slaughter,Delacorte,Penguin Random House,9.78039E+12,Hardcover Fiction,8/2/09,1
RETURN TO SULLIVANS ISLAND,Dorothea Benton Frank,Morrow/HarperCollins,,9.78006E+12,Hardcover Fiction,8/2/09,3
BURN,Linda Howard,Ballantine,Penguin Random House,9.78035E+12,Hardcover Fiction,8/2/09,0
THE PHYSICK BOOK OF DELIVERANCE DANE,Katherine Howe,Voice,,9.7814E+12,Hardcover Fiction,8/2/09,0
THE HOST,Stephenie Meyer,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,8/2/09,0
THE BOURNE DECEPTION,Eric Van Lustbader,Grand Central,Grand Central,9.78045E+12,Hardcover Fiction,8/2/09,0
KNOCKOUT,Catherine Coulter,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,8/2/09,0
UNMASKED,Ian Halperin,Simon Spotlight Entertainment,Simon & Schuster,9.78144E+12,Hardcover Nonfiction,8/2/09,1
OUTLIERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Nonfiction,8/2/09,35
LIBERTY AND TYRANNY,Mark R Levin,Threshold Editions,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,8/2/09,17
CATASTROPHE,Dick Morris and Eileen McGann,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Nonfiction,8/2/09,4
THE ACCIDENTAL BILLIONAIRES,Ben Mezrich,Doubleday,Penguin Random House,9.78039E+12,Hardcover Nonfiction,8/2/09,1
HORSE SOLDIERS,Doug Stanton,Scribner,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,8/2/09,10
THE END OF OVEREATING,David A Kessler,Rodale,Penguin Random House,9.78161E+12,Hardcover Nonfiction,8/2/09,11
BOBBY AND JACKIE,C David Heymann,Atria,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,8/2/09,1
THE BECKHAM EXPERIMENT,Grant Wahl,Crown,Penguin Random House,9.78031E+12,Hardcover Nonfiction,8/2/09,1
MOMMYWOOD,Tori Spelling with Hilary Liftin,Simon Spotlight Entertainment,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,8/2/09,6
TEARS IN THE DARKNESS,Michael Norman and Elizabeth M Norman,"Farrar, Straus & Giroux",HarperCollins,9.78037E+12,Hardcover Nonfiction,8/2/09,4
THE GIRLS FROM AMES,Jeffrey Zaslow,Gotham,,9.78159E+12,Hardcover Nonfiction,8/2/09,12
BORN TO RUN,Christopher McDougall,Knopf,Penguin Random House,9.78031E+12,Hardcover Nonfiction,8/2/09,6
MAGNIFICENT DESOLATION,Buzz Aldrin with Ken Abraham,Harmony,Penguin Random House,9.78031E+12,Hardcover Nonfiction,8/2/09,2
THE EVOLUTION OF GOD,Robert Wright,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Nonfiction,8/2/09,2
ROCKET MEN,Craig Nelson,Viking,Penguin Random House,9.78067E+12,Hardcover Nonfiction,8/2/09,1
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,8/2/09,0
A BOLD FRESH PIECE OF HUMANITY,Bill O’Reilly,Broadway,Penguin Random House,9.78077E+12,Hardcover Nonfiction,8/2/09,0
HOW THE MIGHTY FALL,Jim Collins,Jim Collins/HarperCollins,,9.78098E+12,Hardcover Nonfiction,8/2/09,0
RESILIENCE,Elizabeth Edwards,Broadway,Penguin Random House,9.78077E+12,Hardcover Nonfiction,8/2/09,0
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,Penguin Random House,9.78039E+12,Trade Fiction Paperback,8/2/09,11
THE SHACK,William P Young,Windblown Media,Windblown Media,9.78096E+12,Trade Fiction Paperback,8/2/09,61
THE TIME TRAVELER'S WIFE,Audrey Niffenegger,Harvest/Harcourt,Houghton Mifflin Harcourt,9.78016E+12,Trade Fiction Paperback,8/2/09,5
OLIVE KITTERIDGE,Elizabeth Strout,Random House,Penguin Random House,9.7814E+12,Trade Fiction Paperback,8/2/09,13
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,HarperCollins,9.78006E+12,Trade Fiction Paperback,8/2/09,6
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage,Penguin Random House,9.78031E+12,Trade Fiction Paperback,8/2/09,4
MY SISTER’S KEEPER,Jodi Picoult,Washington Square,Simon & Schuster,9.78074E+12,Trade Fiction Paperback,8/2/09,43
PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,Quirk,Quirk Books,9.78159E+12,Trade Fiction Paperback,8/2/09,16
THE ALCHEMIST,Paulo Coelho,HarperOne,HarperCollins,9.78006E+12,Trade Fiction Paperback,8/2/09,96
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,Macmillan Publishers,9.78031E+12,Trade Fiction Paperback,8/2/09,23
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,,9.78193E+12,Trade Fiction Paperback,8/2/09,27
UNACCUSTOMED EARTH,Jhumpa Lahiri,Vintage Contemporaries,,9.78031E+12,Trade Fiction Paperback,8/2/09,15
A SUMMER AFFAIR,Elin Hilderbrand,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Trade Fiction Paperback,8/2/09,6
THE KITE RUNNER,Khaled Hosseini,Riverhead,Penguin Random House,9.78159E+12,Trade Fiction Paperback,8/2/09,84
THE SHADOW OF THE WIND,Carlos Ruiz Zafón,Penguin,Penguin Random House,9.78014E+12,Trade Fiction Paperback,8/2/09,4
THE OTHER QUEEN,Philippa Gregory,Touchstone/Simon & Schuster,,9.78142E+12,Trade Fiction Paperback,8/2/09,1
NETHERLAND,Joseph O'Neill,Vintage Contemporaries,,9.78031E+12,Trade Fiction Paperback,8/2/09,4
TESTIMONY,Anita Shreve,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Trade Fiction Paperback,8/2/09,8
IN THE WOODS,Tana French,Penguin,Penguin Random House,9.78067E+12,Trade Fiction Paperback,8/2/09,22
THE LIKENESS,Tana French,Penguin,Penguin Random House,9.78014E+12,Trade Fiction Paperback,8/2/09,6
GLENN BECK’S ‘COMMON SENSE’,Glenn Beck,Mercury Radio Arts/Threshold Editions,Hachette Book,9.78144E+12,Paperback Nonfiction,8/2/09,6
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/2/09,129
JULIE & JULIA,Julie Powell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/2/09,3
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,Kensington Publishing Corp.,9.78081E+12,Paperback Nonfiction,8/2/09,94
MICHAEL JACKSON,edited  Joe Funk,Triumph,,9.7816E+12,Paperback Nonfiction,8/2/09,2
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/2/09,92
WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/2/09,7
MY LIFE IN FRANCE,Julia Child with Alex Prud’homme,Anchor,Penguin Random House,9.78031E+12,Paperback Nonfiction,8/2/09,3
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/2/09,250
IN DEFENSE OF FOOD,Michael Pollan,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/2/09,12
PUBLIC ENEMIES,Bryan Burrough,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/2/09,6
A LONG WAY GONE,Ishmael Beah,"Sarah Crichton/Farrar, Straus & Giroux",,9.78037E+12,Paperback Nonfiction,8/2/09,26
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,,9.7808E+12,Paperback Nonfiction,8/2/09,143
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/2/09,129
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,8/2/09,96
THE FAMILY,Jeff Sharlet,Harper Perennial,HarperCollins,9.78006E+12,Paperback Nonfiction,8/2/09,1
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,Bloomsbury Publishing,9.78158E+12,Paperback Nonfiction,8/2/09,38
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,,9.78085E+12,Paperback Nonfiction,8/2/09,40
LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,8/2/09,37
STUPID AMERICAN HISTORY,Leland Gregory,Andrews McMeel,Andrews McMeel,9.78074E+12,Paperback Nonfiction,8/2/09,2
LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,Dial,Penguin Random House,9.7808E+12,Picture Books,8/2/09,26
GOLDILICIOUS,Victoria Kann,Harper/HarperCollins,HarperCollins,9.78006E+12,Picture Books,8/2/09,8
GALLOP!,Rufus Butler Seder,Workman,Hachette Book,9.78076E+12,Picture Books,8/2/09,88
EXPLORER EXTRAORDINAIRE!,Jane O’Connor,HarperCollins,HarperCollins,9.78006E+12,Picture Books,8/2/09,12
TEA PARTIES,Jane O’Connor,Harper/HarperCollins,HarperCollins,9.78006E+12,Picture Books,8/2/09,3
ELEPHANTS CANNOT DANCE!,Mo Willems,Hyperion Books for Children/Disney,,9.78142E+12,Picture Books,8/2/09,6
SWING!,Rufus Butler Seder,Workman,Hachette Book,9.78076E+12,Picture Books,8/2/09,40
LLAMA LLAMA MISSES MAMA,Anna Dewdney,Viking,Penguin Random House,9.78067E+12,Picture Books,8/2/09,12
LADYBUG GIRL AND BUMBLEBEE BOY,David Soman and Jacky Davis,Dial,Penguin Random House,9.7808E+12,Picture Books,8/2/09,18
DUCK! RABBIT!,Amy Krouse Rosenthal,Chronicle,McEvoy,9.78081E+12,Picture Books,8/2/09,8
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",Hachette Book,9.78032E+12,Series Books,8/2/09,102
HARRY POTTER,J.K. Rowling,"Arthur A. Levine/Scholastic, hardcover and paper",,9.78059E+12,Series Books,8/2/09,221
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78142E+12,Series Books,8/2/09,106
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,Abrams,9.78081E+12,Series Books,8/2/09,27
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,Macmillan Publishers,9.78031E+12,Series Books,8/2/09,47
THE CLIQUE,Lisi Harrison,"Poppy/Little, Brown, paper only",,9.78032E+12,Series Books,8/2/09,11
THE MORTAL INSTRUMENTS,Cassandra Clare,McElderry/Simon & Schuster,,9.78142E+12,Series Books,8/2/09,17
VAMPIRE DIARIES,L J Smith,HarperTeen,HarperCollins,9.78006E+12,Series Books,8/2/09,12
NIGHT WORLD,L J Smith,Simon Pulse,,9.78142E+12,Series Books,8/2/09,31
WICKED,Nancy Holder and Debbie Viguié,Simon Pulse,,9.78142E+12,Series Books,8/2/09,2
KNOCKOUT,Catherine Coulter,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,7/5/09,1
THE BOURNE DECEPTION,Eric Van Lustbader,Grand Central,Grand Central,9.78045E+12,Hardcover Fiction,7/5/09,2
THE ANGEL'S GAME,Carlos Ruiz Zafón,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,7/5/09,1
RELENTLESS,Dean Koontz,Bantam,Penguin Random House,9.78055E+12,Hardcover Fiction,7/5/09,2
THE PHYSICK BOOK OF DELIVERANCE DANE,Katherine Howe,Voice,,9.7814E+12,Hardcover Fiction,7/5/09,2
THE SCARECROW,Michael Connelly,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,7/5/09,4
MEDUSA,Clive Cussler and Paul Kemprecos,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,7/5/09,3
SHANGHAI GIRLS,Lisa See,Random House,Penguin Random House,9.7814E+12,Hardcover Fiction,7/5/09,4
THE NEIGHBOR,Lisa Gardner,Bantam,Penguin Random House,9.78055E+12,Hardcover Fiction,7/5/09,1
GONE TOMORROW,Lee Child,Delacorte,Penguin Random House,9.78074E+12,Hardcover Fiction,7/5/09,5
SKIN TRADE,Laurell K Hamilton,Berkley,Penguin Random House,9.78043E+12,Hardcover Fiction,7/5/09,3
FIRST FAMILY,David Baldacci,Grand Central,Grand Central,9.78045E+12,Hardcover Fiction,7/5/09,9
DEAD AND GONE,Charlaine Harris,Ace,Penguin Random House,9.78044E+12,Hardcover Fiction,7/5/09,7
DUNE ROAD,Jane Green,Viking,Penguin Random House,9.78067E+12,Hardcover Fiction,7/5/09,1
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,Penhuin Random House,9.7804E+12,Hardcover Fiction,7/5/09,12
